Group	Gene	gene_short_name	specificity	morans_I	morans_test_statistic	pval	qval	mean	num_cells_expressed_in_group	percentage	status	num_cells_expressed	use_for_ordering
76	1	ENSMUSG00000004347	Pde1c	0.53190118481078	0.416728823231717	141.583496239273	0	0	0.952987881860924	2008	0.671347375459712	OK	5670	TRUE
77	1	ENSMUSG00000026020	Nop58	0.531879390177561	0.330807300466133	112.399595355832	0	0	1.14733346041872	2431	0.812771648278168	OK	5810	TRUE
78	1	ENSMUSG00000040945	Rcc2	0.531501486611501	0.30145635020047	102.431063521576	0	0	1.11880162244251	2464	0.823804747576061	OK	5983	TRUE
79	1	ENSMUSG00000047139	Cd24a	0.531478912648678	0.464438735632944	157.804966340507	0	0	1.51070496421648	2803	0.937144767636242	OK	7314	TRUE
80	1	ENSMUSG00000001056	Nhp2	0.531434549702884	0.309056385648268	105.012465842644	0	0	1.19632073315771	2567	0.858241390839184	OK	5975	TRUE
81	1	ENSMUSG00000027018	Hat1	0.531341518121224	0.352808716089285	119.873165356017	0	0	0.581301847901302	1384	0.462721497826814	OK	3423	TRUE
82	1	ENSMUSG00000041703	Zic5	0.530981298307194	0.264874979499878	90.0061977079964	0	0	0.953632253298904	2199	0.735205616850552	OK	6042	TRUE
83	1	ENSMUSG00000074088	Snrnp40	0.530976332288261	0.273431457357133	92.9114445774028	0	0	0.968085405063886	2314	0.773654296221999	OK	5745	TRUE
84	1	ENSMUSG00000000028	Cdc45	0.53085826130699	0.422085020923227	143.417668249893	0	0	0.273540422637109	648	0.216649949849549	OK	2031	TRUE
85	1	ENSMUSG00000018509	Cenpv	0.53075090146616	0.358246730248845	121.725555620101	0	0	1.35531110785193	2748	0.918756268806419	OK	6730	TRUE
86	1	ENSMUSG00000028312	Smc2	0.530700385252687	0.628340865023793	213.455549260403	0	0	1.20977340064824	2042	0.682714811099967	OK	5161	TRUE
87	1	ENSMUSG00000042462	Dctpp1	0.530665988737449	0.422338482512037	143.490267933708	0	0	1.26741368215007	2574	0.860581745235707	OK	6133	TRUE
88	1	ENSMUSG00000006678	Pola1	0.53038047646537	0.260566073491445	88.54776416093	0	0	0.32266962732513	815	0.272484119023738	OK	2392	TRUE
89	1	ENSMUSG00000022422	Dscc1	0.530322406110514	0.304457345081819	103.480269785747	0	0	0.154007382556826	384	0.128385155466399	OK	1211	TRUE
90	1	ENSMUSG00000078453	Abracl	0.529958700527454	0.343151368517472	116.596105812358	0	0	1.36517692801978	2640	0.882647943831494	OK	6544	TRUE
91	1	ENSMUSG00000024238	Zeb1	0.529635034572907	0.33240534423883	112.947746755179	0	0	1.42835931404078	2691	0.899699097291876	OK	6776	TRUE
92	1	ENSMUSG00000019961	Tmpo	0.529410043401433	0.495640737654811	168.390616502425	0	0	1.40574620151879	2597	0.868271481109997	OK	6494	TRUE
93	1	ENSMUSG00000008489	Elavl2	0.529292930594475	0.317557643657055	107.9009744977	0	0	1.011448929065	2220	0.74222668004012	OK	6222	TRUE
94	1	ENSMUSG00000032397	Tipin	0.529029472724025	0.396495484408706	134.709304337147	0	0	0.709725809607362	1631	0.545302574389836	OK	4235	TRUE
95	1	ENSMUSG00000053398	Phgdh	0.528816742749951	0.430839313381622	146.375585736107	0	0	0.786449327561024	1718	0.574389836175192	OK	3820	TRUE
96	1	ENSMUSG00000026701	Prdx6	0.52860787628705	0.301307597831389	102.382148553218	0	0	1.28883375981607	2700	0.902708124373119	OK	6319	TRUE
97	1	ENSMUSG00000000184	Ccnd2	0.528605923228323	0.533075027916473	181.121385493516	0	0	2.25331336856008	2874	0.960882647943831	OK	7387	TRUE
98	1	ENSMUSG00000032481	Smarcc1	0.528540617186446	0.288199448989658	97.9299284535733	0	0	1.21325755130339	2514	0.840521564694082	OK	6351	TRUE
99	1	ENSMUSG00000042606	Hirip3	0.528538839403469	0.351655506596426	119.479478754322	0	0	0.670149887041243	1536	0.513540621865597	OK	4217	TRUE
100	1	ENSMUSG00000046865	Fbl	0.528496660941637	0.284527384690168	96.6830527888906	0	0	1.28615811122068	2655	0.887662988966901	OK	6424	TRUE
101	1	ENSMUSG00000029121	Crmp1	0.528246445803677	0.471974997653682	160.361406413848	0	0	1.67064843451876	2684	0.897358742895353	OK	7142	TRUE
102	1	ENSMUSG00000021811	Dnajc9	0.528031953411171	0.473753467140874	160.949581980767	0	0	0.990561082781451	2006	0.670678702774992	OK	5113	TRUE
103	1	ENSMUSG00000029687	Ezh2	0.52801427515545	0.40688812715375	138.241754468487	0	0	1.10726746919722	2312	0.772985623537279	OK	6026	TRUE
104	1	ENSMUSG00000017550	Atad5	0.527892412764865	0.300773733479929	102.208741416189	0	0	0.297165547569789	703	0.235038448679371	OK	2155	TRUE
105	1	ENSMUSG00000029120	Ppp2r2c	0.527830307861601	0.352712034468552	119.843923934627	0	0	1.23663319825375	2438	0.815112002674691	OK	6583	TRUE
106	1	ENSMUSG00000044927	H1fx	0.527776739806646	0.40066821134231	136.131885278979	0	0	1.23983165021718	2428	0.811768639251087	OK	6481	TRUE
107	1	ENSMUSG00000097767	Miat	0.527767935481462	0.397649081318704	135.102761275025	0	0	0.923685589195747	1927	0.644266131728519	OK	5519	TRUE
108	1	ENSMUSG00000029247	Paics	0.527761148435328	0.298334814670274	101.369635756987	0	0	1.02749173137149	2254	0.753594115680374	OK	5587	TRUE
109	1	ENSMUSG00000026281	Dtymk	0.527670468057297	0.366795970771716	124.623731536423	0	0	1.13472914913861	2415	0.807422266800401	OK	5911	TRUE
110	1	ENSMUSG00000048540	Nhlh2	0.527632972272157	0.508469815240182	172.743053377865	0	0	0.955948558542489	1874	0.626546305583417	OK	5614	TRUE
111	1	ENSMUSG00000024590	Lmnb1	0.527593719761304	0.509928227920718	173.240070989204	0	0	1.33721579026996	2363	0.79003677699766	OK	6046	TRUE
112	1	ENSMUSG00000040204	Pclaf	0.527564375477021	0.788417766313557	267.827819702449	0	0	1.01569573518077	1416	0.473420260782347	OK	3912	TRUE
113	1	ENSMUSG00000034951	Cog7	0.527433492348138	0.457467755110291	155.431890635423	0	0	1.49388408533026	2593	0.866934135740555	OK	7049	TRUE
114	1	ENSMUSG00000091625	Lsm5	0.527324441565402	0.317986462237224	108.044211352256	0	0	0.948206584388874	2228	0.744901370779004	OK	5542	TRUE
115	1	ENSMUSG00000015217	Hmgb3	0.527227054227414	0.467998501896418	159.012181099953	0	0	1.63250645249014	2785	0.931126713473755	OK	7179	TRUE
116	1	ENSMUSG00000015749	Anp32e	0.527156113675269	0.433954864196786	147.437324391681	0	0	1.29910060222204	2565	0.857572718154463	OK	6361	TRUE
117	1	ENSMUSG00000036202	Rif1	0.527002841632787	0.307495421319704	104.480224611058	0	0	0.87597011615608	1945	0.650284185891006	OK	4787	TRUE
118	1	ENSMUSG00000039682	Lap3	0.526892444544985	0.341589789929698	116.061554292841	0	0	1.10472307930748	2363	0.79003677699766	OK	5543	TRUE
119	1	ENSMUSG00000006715	Gmnn	0.526830983815509	0.472964555701984	160.692942841557	0	0	0.395947092129573	853	0.285188900033434	OK	2542	TRUE
120	1	ENSMUSG00000027342	Pcna	0.526796678843391	0.468563823253447	159.18844066604	0	0	0.776655829239204	1555	0.519893012370445	OK	3989	TRUE
121	1	ENSMUSG00000031799	Tpm4	0.526488726989116	0.305231126715706	103.712330825236	0	0	1.00339126124756	2278	0.761618187897024	OK	5702	TRUE
122	1	ENSMUSG00000020089	Ppa1	0.526320717286363	0.321929319158008	109.386505352971	0	0	1.2111685179647	2563	0.856904045469743	OK	6319	TRUE
123	1	ENSMUSG00000031285	Dcx	0.526299968019069	0.382693607275297	130.023806423854	0	0	0.900316274296651	2117	0.707790036776998	OK	5851	TRUE
124	1	ENSMUSG00000031502	Col4a1	0.52626123742204	0.330107628429074	112.194423874073	0	0	0.367184552444805	755	0.252423938482113	OK	1584	TRUE
125	1	ENSMUSG00000044783	Hjurp	0.525938318206916	0.36529170907761	124.111377208533	0	0	0.895548847164453	1954	0.65329321297225	OK	5345	TRUE
126	1	ENSMUSG00000004099	Dnmt1	0.525901968117242	0.358733467166534	121.883359279522	0	0	0.726680894615067	1527	0.510531594784353	OK	4237	TRUE
127	1	ENSMUSG00000066278	Vps37b	0.525895329490137	0.254973584535181	86.6468881675731	0	0	1.24050879655503	2649	0.885656970912738	OK	6832	TRUE
128	1	ENSMUSG00000025747	Tyms	0.525856190042493	0.596847684590601	202.762721054897	0	0	0.595962962324812	1238	0.413908391842193	OK	3537	TRUE
129	1	ENSMUSG00000044155	Lsm8	0.525729770183664	0.303872563730238	103.25171937552	0	0	1.04174883397846	2357	0.788030758943497	OK	5980	TRUE
130	1	ENSMUSG00000109511	Nup62	0.525729749051483	0.253144331954045	86.0221778532658	0	0	0.403568738528752	1076	0.359745904379806	OK	3187	TRUE
131	1	ENSMUSG00000032555	Topbp1	0.525713838115007	0.338227024709491	114.919166695511	0	0	0.570021412436032	1382	0.462052825142093	OK	3838	TRUE
132	1	ENSMUSG00000052833	Sae1	0.525527079173842	0.292127281981986	99.2606716899928	0	0	0.849301869073919	2080	0.695419592109662	OK	5342	TRUE
133	1	ENSMUSG00000021116	Eif2s1	0.525475823214549	0.256422150851942	87.1353306285199	0	0	1.09861228866811	2475	0.827482447342026	OK	6102	TRUE
134	1	ENSMUSG00000018446	C1qbp	0.525300384546535	0.265645517781755	90.2688449610287	0	0	1.20327045141491	2602	0.869943162821799	OK	6280	TRUE
135	1	ENSMUSG00000011179	Odc1	0.525199879003304	0.337254141727755	114.594658060226	0	0	1.44086296119235	2722	0.910063523905049	OK	6730	TRUE
136	1	ENSMUSG00000032076	Cadm1	0.525093941864329	0.311718671501044	105.91814402542	0	0	1.18391337374768	2549	0.852223336676697	OK	6289	TRUE
137	1	ENSMUSG00000039748	Exo1	0.524989339722938	0.412269802013412	140.089348869477	0	0	0.21028964440005	492	0.164493480441324	OK	1779	TRUE
138	1	ENSMUSG00000005846	Rsl1d1	0.524983640012523	0.303343528721257	103.076988267877	0	0	1.34482438003836	2757	0.921765295887663	OK	6786	TRUE
139	1	ENSMUSG00000028066	Pmf1	0.524909390240262	0.330442983439563	112.280433281043	0	0	0.325329524915619	889	0.297225008358409	OK	2663	TRUE
140	1	ENSMUSG00000068101	Cenpm	0.524654529383908	0.520023759394211	176.671126666857	0	0	0.428490085619274	1021	0.341357405549983	OK	3089	TRUE
141	1	ENSMUSG00000025364	Pa2g4	0.524391102347648	0.305129978227596	103.679295788099	0	0	1.11255673772674	2444	0.817118020728853	OK	6099	TRUE
142	1	ENSMUSG00000098318	Lockd	0.524303432965288	0.485908107897402	165.082670923262	0	0	0.476751124544869	1068	0.357071213640923	OK	3284	TRUE
143	1	ENSMUSG00000020180	Snrpd3	0.524279501467558	0.324087868332845	110.12257503614	0	0	1.28643523468095	2686	0.898027415580074	OK	6702	TRUE
144	1	ENSMUSG00000025289	Prdx4	0.524123564913631	0.334249143107951	113.567456949837	0	0	0.929773485182081	2169	0.725175526579739	OK	5315	TRUE
145	1	ENSMUSG00000029363	Rfc5	0.524106283301538	0.299867062181776	101.895180196339	0	0	0.338285560271358	843	0.281845536609829	OK	2606	TRUE
146	1	ENSMUSG00000062380	Tubb3	0.523895437112861	0.644367759890727	218.905516490278	0	0	1.46394241313596	2244	0.75025075225677	OK	6440	TRUE
147	1	ENSMUSG00000042489	Clspn	0.523761807809715	0.589768197926721	200.36908827622	0	0	0.389852952966578	740	0.247408893346707	OK	2508	TRUE
148	1	ENSMUSG00000030189	Ybx3	0.523752723360837	0.373490762838646	126.904349424674	0	0	1.43203902381635	2742	0.916750250752257	OK	6820	TRUE
149	1	ENSMUSG00000037242	Clic4	0.523718430584622	0.269513056311975	91.5795601647742	0	0	0.67254182394111	1723	0.576061517886994	OK	4524	TRUE
150	1	ENSMUSG00000028609	Magoh	0.523704465838118	0.30137820207425	102.406604629008	0	0	1.13063608008951	2545	0.850885991307255	OK	6396	TRUE
151	1	ENSMUSG00000034349	Smc4	0.523701965923444	0.588135262066912	199.800191049795	0	0	0.829808074392917	1670	0.558341691741892	OK	4813	TRUE
152	1	ENSMUSG00000031353	Rbbp7	0.523667738542815	0.288591633047146	98.0598329487862	0	0	0.920094921065018	2164	0.723503844867937	OK	5385	TRUE
153	1	ENSMUSG00000054717	Hmgb2	0.523634348002344	0.698581695342985	237.320168657706	0	0	2.13882638413624	2688	0.898696088264794	OK	6595	TRUE
154	1	ENSMUSG00000028560	Usp1	0.523620577417169	0.37672915908991	127.995187200002	0	0	0.775886657599097	1753	0.586091608157807	OK	4653	TRUE
155	1	ENSMUSG00000023495	Pcbp4	0.523566545144599	0.26267686992037	89.2638565383125	0	0	1.27192200198662	2642	0.883316616516215	OK	6845	TRUE
156	1	ENSMUSG00000000751	Rpa1	0.523513384539431	0.250510239602996	85.1328434946863	0	0	0.327741489423091	842	0.281511200267469	OK	2324	TRUE
157	1	ENSMUSG00000030512	Snrpa1	0.523219303352157	0.260809511644276	88.6247286329857	0	0	1.00718401064024	2316	0.77432296890672	OK	5860	TRUE
158	1	ENSMUSG00000027067	Ssrp1	0.523158809691919	0.289888642343507	98.5034992710556	0	0	1.1344066205114	2476	0.827816783684386	OK	6311	TRUE
159	1	ENSMUSG00000029546	Uncx	0.523153441354184	0.33074200606583	112.376888267487	0	0	0.759595862136779	1792	0.599130725509863	OK	5311	TRUE
160	1	ENSMUSG00000024844	Banf1	0.523145607568962	0.305370358164287	103.76368656911	0	0	1.21801616046145	2597	0.868271481109997	OK	6575	TRUE
161	1	ENSMUSG00000002068	Ccne1	0.523119385294077	0.274126188199483	93.1719976659347	0	0	0.152573279342445	375	0.125376128385155	OK	1296	TRUE
162	1	ENSMUSG00000019777	Hdac2	0.523019183405295	0.2709181557208	92.0645175713849	0	0	1.27790165168293	2668	0.892009361417586	OK	6975	TRUE
163	1	ENSMUSG00000054400	Cklf	0.523001060513344	0.267381420441774	90.8576693368559	0	0	0.430665891525521	1141	0.381477766633233	OK	3321	TRUE
164	1	ENSMUSG00000027160	Ccdc34	0.522795021595384	0.383982362262663	130.460214236477	0	0	1.01120570882788	2123	0.70979605483116	OK	5648	TRUE
165	1	ENSMUSG00000004642	Slbp	0.522756700294957	0.396657613091911	134.764464491923	0	0	0.864064379895035	1818	0.607823470411234	OK	4893	TRUE
166	1	ENSMUSG00000063632	Sox11	0.522715068763695	0.693204363756585	235.54132784756	0	0	2.15099993695828	2927	0.978602474088933	OK	7798	TRUE
167	1	ENSMUSG00000020328	Nudcd2	0.522579881858445	0.270503604653415	91.9158225863912	0	0	0.772495256167578	1898	0.634570377800067	OK	4817	TRUE
168	1	ENSMUSG00000035726	Supt16	0.522340038499739	0.304309380146543	103.402829657025	0	0	1.29113462135296	2559	0.855566700100301	OK	6513	TRUE
169	1	ENSMUSG00000042207	Kdm5b	0.522332662904508	0.275312277879269	93.5501492106453	0	0	0.637816112567281	1596	0.533600802407222	OK	3946	TRUE
170	1	ENSMUSG00000109324	Prmt1	0.522230895020948	0.418806343266036	142.303759212654	0	0	1.56842086936007	2867	0.958542293547309	OK	7214	TRUE
171	1	ENSMUSG00000040331	Nsmce4a	0.522212176267889	0.278115260870201	94.5024003780243	0	0	0.946131894848014	2251	0.752591106653293	OK	5747	TRUE
172	1	ENSMUSG00000021714	Cenpk	0.521985662995808	0.437580441121244	148.672735782827	0	0	0.330628188565028	782	0.261451019725844	OK	2598	TRUE
173	1	ENSMUSG00000074129	Rpl13a	0.521753796534186	0.371424156429455	126.208977222007	0	0	1.61895450506962	2880	0.962888665997994	OK	7268	TRUE
174	1	ENSMUSG00000067194	Eif1ax	0.521679893046968	0.258092262940061	87.706383719582	0	0	1.29021491191629	2689	0.899030424607155	OK	6790	TRUE
175	1	ENSMUSG00000029761	Cald1	0.521671097261226	0.348106143698175	118.287800154514	0	0	1.51011434035288	2808	0.938816449348044	OK	7316	TRUE
